Station Name,County,lon_X,lat_Y,sta_ID,River Basin,Elev_ft,Operator,ppt_type
YUCCA VALLEY,SAN BERNARDINO,-116.408,34.123,YUC,WHITEWATER R,3100,CAL FIRE,2D
YOSEMITE AT YOSEMITE VALLEY,MARIPOSA,-119.589,37.74,YYV,MERCED R,4200,Merced Irrigation District,2D
ZENIA,TRINITY,-123.46,40.208,ZEN,EEL R,4000,CA Dept of Water Resources,2D
ZAPATO CHINO,FRESNO,-120.293,36.016,ZPC,LOS GATOS CR (NEAR COALINGA),1150,CA Dept of Water Resources,2D
ACTON,LOS ANGELES,-118.2,34.446,ACN,SANTA CLARA R,2600,Los Angeles County Fire Dept,2H
ADIN MOUNTAIN,MODOC,-120.792,41.237,ADM,PIT R,6200,Natural Resources Conservation Service,2H
ALDER SPRINGS NEAR ELK CREEK,GLENN,-122.725,39.65,ADS,STONY CR,4500,US Forest Service,2H
ASH VALLEY,LASSEN,-120.706,41.058,AHV,PIT R,5090,US Bureau of Land Management,2H
ALDER POINT,HUMBOLDT,-123.712,40.232,ALD,EEL R,923,CAL FIRE,2H
ALPHA (SMUD),EL DORADO,-120.215,38.805,ALP,AMERICAN R,7600,Sacramento Municipal Utility District,2H
ALDER SPRINGS (USACE),GLENN,-122.725,39.65,ALS,STONY CR,4500,US Army Corps of Engineers,2H
ALLEGHANY,SIERRA,-120.875,39.47,ALY,YUBA R,4957,CA Dept of Water Resources/O & M,2H
AMMO DUMP,SAN DIEGO,-117.286,33.382,AMD,SANTA MARGARITA R,1068,Camp Pendleton Fire Dept,2H
ANTELOPE LAKE,PLUMAS,-120.607,40.18,ANT,FEATHER R,4960,CA Dept of Water Resources/O & M,2H
ANZA,RIVERSIDE,-116.6744,33.5558,ANZ,SAN JACINTO R,3920,CAL FIRE,2H
ALPINE,SAN DIEGO,-116.739,32.834,API,SAN DIEGO R,2041,US Forest Service,2H
ARROYO GRANDE,SAN LUIS OBISPO,-120.417,35.117,ARG,ARROYO GRANDE CREEK,600,CAL FIRE,2H
ARROYO SECO,MONTEREY,-121.488,36.23,ARY,SALINAS R,980,US Forest Service,2H
ASH CREEK (USFS),SISKIYOU,-121.979446,41.276943,ASC,MC CLOUD R,3200,US Forest Service,2H
ATWELL CAMP,TULARE,-118.631,36.464,ATW,KAWEAH R,6400,US Army Corps of Engineers,2H
BEACH MEADOWS,TULARE,-118.293,36.127,BCH,KERN R,7650,CA Dept of Water Resources/Snow Surveys,2H
BLUE DOOR,LASSEN,-120.336,41.056,BDR,PIT R,5900,US Bureau of Land Management,2H
BELL CANYON,ORANGE,-117.5731,33.5517,BEC,SANTA ANA R,750,Orange County Fire Authority,2H
BUFFALO CREEK,State of Nevada,-119.79,40.5819,BFC,NOT SPECIFIED,3900,US Bureau of Land Management,2H
BIG FLAT,TRINITY,-122.942,41.08,BFL,TRINITY R,5100,US Bureau of Reclamation,2H
BIG BAR,TRINITY,-123.2,40.733,BGB,TRINITY R,1270,US Forest Service,2H
BOGARD RANGER STATION,LASSEN,-121.08,40.59,BGD,SUSAN R,5680,CAL FIRE,2H
BANGOR,BUTTE,-121.386108,39.380833,BGR,YUBA R,800,CAL FIRE,2H
BIG MEADOWS (DWR),TULARE,-118.842,36.717,BIM,KINGS R,7600,CA Dept of Water Resources/Snow Surveys,2H
BLACK DIAMOND MINES,CONTRA COSTA,-121.884,37.95,BKD,EAST BAY,1600,East Bay Regional Parks Fire-Rescue Services,2H
BRECKENRIDGE,KERN,-118.5839,35.4506,BKE,KERN R,7548,US Bureau of Land Management,2H
BLACKROCK,TULARE,-118.261,36.093,BKK,KERN R,8200,US Forest Service,2H
BUCKS LAKE,PLUMAS,-121.242,39.85,BKL,FEATHER R,5750,CA Dept of Water Resources/O & M,2H
BLACKS MOUNTAIN,LASSEN,-121.198,40.77,BLA,PIT R,7050,CA Dept of Water Resources,2H
BLACK BUTTE,TEHAMA,-122.329,39.808,BLB,STONY CR,426,US Army Corps of Engineers,2H
BLUE LAKES,ALPINE,-119.931,38.613,BLK,MOKELUMNE R,8000,Natural Resources Conservation Service,2H
BEN LOMOND (CDF),SANTA CRUZ,-122.17,37.132,BLO,SAN LORENZO R,2630,CAL FIRE,2H
BEN BOLT,EL DORADO,-121.017,38.586,BLT,COSUMNES R,1138,CAL FIRE,2H
BRANCH MOUNTAIN,SAN LUIS OBISPO,-120.083,35.189,BMO,SALINAS R,3770,US Forest Service,2H
BALD MOUNTAIN (USFS),EL DORADO,-120.683,38.9,BMT,RUBICON R,4680,US Forest Service,2H
BIG MEADOWS (SCS),State of Nevada,-119.946,39.458,BMW,TRUCKEE R,8700,Natural Resources Conservation Service,2H
BRIONES,CONTRA COSTA,-122.118,37.934,BNE,EAST BAY,1450,East Bay Regional Parks Fire-Rescue Services,2H
BUNNING RANCH,MARIPOSA,-119.89,37.3678,BNR,FRESNO R,1520,US Army Corps of Engineers,2H
BOONVILLE,MENDOCINO,-123.3486,38.9875,BNV,NAVARRO RIVER,840,CAL FIRE,2H
BURNS CANYON,SAN BERNARDINO,-116.6217,34.208,BNY,WHITEWATER R,6000,CAL FIRE,2H
BIG PINE FLAT,SAN BERNARDINO,-117.013,34.319,BPF,SANTA ANA R,6861,US Forest Service,2H
BIG PINES,LOS ANGELES,-117.692,34.379,BPI,ANTELOPE VALLEY,3917,US Forest Service,2H
BRIDGEPORT,MONO,-119.289,38.272,BPT,WALKER R,6650,US Forest Service,2H
BEAR TRAP MEADOW,TULARE,-118.858,36.676,BRM,KAWEAH R,6800,US Army Corps of Engineers,2H
BEAR PEAK,TULARE,-118.052,35.884,BRP,KERN R,8228,US Bureau of Land Management,2H
BARREL SPRINGS,State of Nevada,-119.9389,41.9111,BRR,PIT R,5835,US Bureau of Land Management,2H
BRUSH CREEK (DWR),BUTTE,-121.339,39.692,BRS,FEATHER R,3560,CA Dept of Water Resources/O & M,2H
BURNSIDE LAKE,ALPINE,-119.8942,38.7194,BSK,CARSON R,8129,Natural Resources Conservation Service,2H
BIG SANDY,MARIPOSA,-119.5856,37.4684,BSN,MERCED R,5757,UC Merced,2H
BROOKS,YOLO,-122.144722,38.738335,BSS,CACHE CR,360,CAL FIRE,2H
BENTON,MONO,-118.478,37.843,BTN,OWENS R,5450,CAL FIRE,2H
BEAR TRAP,PLACER,-120.5769,39.0945,BTP,AMERICAN R,5217,UC Merced,2H
BATTERSON,MADERA,-119.617,37.383,BTT,SAN JOAQUIN R,3160,US Forest Service,2H
BUCHANAN DAM,MADERA,-119.97,37.213,BUC,CHOWCHILLA R,450,US Army Corps of Engineers,2H
BURNS CREEK DAM,MERCED,-120.275,37.377,BUR,MERCED R,319,US Army Corps of Engineers,2H
BUTTERCUP,IMPERIAL,-114.884,32.74,BUT,COLORADO R,320,US Bureau of Land Management,2H
BEAVER,AMADOR,-120.317,38.483,BVE,MOKELUMNE R,5000,US Forest Service,2H
BEAR VALLEY,KERN,-118.625,35.14,BVY,CALIENTE CR,4000,CAL FIRE,2H
BRAZIE RANCH,SISKIYOU,-122.6,41.687,BZR,KLAMATH R,3020,CAL FIRE,2H
CALAVERAS ROAD,ALAMEDA,-121.8439,37.5531,CAD,ALAMEDA CR,1140,CAL FIRE,2H
CAMPTONVILLE (DWR),YUBA,-121.049,39.451,CAM,YUBA R,2755,CA Dept of Water Resources/O & M,2H
CARPENTER RIDGE,BUTTE,-121.582,40.069,CAR,BUTTE CR,4812,CAL FIRE,2H
CAHUILLA,IMPERIAL,-115.174,32.974,CAU,COLORADO R,278,US Bureau of Land Management,2H
CRABTREE MEADOW,TULARE,-118.345,36.563,CBT,KERN R,10700,CA Dept of Water Resources/Snow Surveys,2H
CEDAR PASS,MODOC,-120.303,41.583,CDP,PIT R,7100,Natural Resources Conservation Service,2H
CLEAR CREEK RAWS,LOS ANGELES,-118.153,34.271,CEK,LOS ANGELES R,3000,US Forest Service,2H
CDF PORTABLE 01,BUTTE,-121.4717,39.8286,CF1,FEATHER R,4266,CAL FIRE,2H
CRANE FLAT LOOKOUT,MARIPOSA,-119.8,37.75,CFL,MERCED R,5957,National Park Service,2H
CEDAR GROVE,TULARE,-118.659,36.788,CGR,KINGS R,4720,National Park Service,2H
CALLAHAN (USFS),SISKIYOU,-122.833,41.333,CHA,SCOTT R,3136,US Forest Service,2H
CHEESEBORO,VENTURA,-118.7172,34.1847,CHE,VENTURA LA COASTAL,1650,National Park Service,2H
CHICO,BUTTE,-121.783,39.712,CHI,BUTTE CR,230,CAL FIRE,2H
CHESTER,PLUMAS,-121.233,40.283,CHS,FEATHER R,4525,US Forest Service,2H
CHILAO,LOS ANGELES,-118.033,34.333,CIO,SAN GABRIEL R,5450,US Forest Service,2H
COLLINS BALDY,SISKIYOU,-122.9503,41.775,CLB,KLAMATH R,5493,US Forest Service,2H
CASE MOUNTAIN,TULARE,-118.809,36.411,CMA,KAWEAH R,6450,US Bureau of Land Management,2H
CLAREMONT,LOS ANGELES,-117.707,34.137,CMO,LOS ANGELES R,1645,Los Angeles County Fire Dept,2H
TARGET RANGE PENDELTON,SAN DIEGO,-117.359,33.372,CMP,SANTA MARGARITA R,918,US Marine Corps,2H
CRANSTON,RIVERSIDE,-116.841,33.74,CNS,SAN JACINTO R,1950,US Forest Service,2H
CONVERSE,SAN BERNARDINO,-116.913,34.194,CON,SANTA ANA R,5618,US Forest Service,2H
CORRALITOS,SANTA CRUZ,-121.797,36.992,COR,PAJARO R,450,CAL FIRE,2H
COYOTE (LAKE MENDOCINO),MENDOCINO,-123.186,39.197,COY,RUSSIAN R,720,US Army Corps of Engineers,2H
CAMP 9,LOS ANGELES,-118.4186,34.3532,CP9,SANTA CLARA R,3998,Los Angeles County Fire Dept,2H
CORNING AIRPORT,TEHAMA,-122.17,39.939,CRG,SACRAMENTO R,294,CAL FIRE,2H
CLARK TRAINING CENTER,RIVERSIDE,-117.3042,33.8772,CRK,SAN JACINTO R,1720,CAL FIRE,2H
CHARLOTTE LAKE,FRESNO,-118.422,36.797,CRL,KINGS R,10400,CA Dept of Water Resources/Snow Surveys,2H
CASHMAN,PLUMAS,-120.916,40.0019,CSH,FEATHER R,4520,National Park Service,2H
COOSKIE MOUNTAIN,HUMBOLDT,-124.25,40.258,CSM,MATTOLE R,2950,US Forest Service,2H
CASE SPRINGS PENDLETON,SAN DIEGO,-117.418,33.445,CSS,SANTA MARGARITA R,2320,US Marine Corps,2H
COHASSET,BUTTE,-121.770554,39.875278,CST,SACRAMENTO R,1600,CAL FIRE,2H
CHERRY VALLEY MET STATION,TUOLUMNE,-119.916,37.97466,CVM,TUOLUMNE R,4770,City and County of San Francisco PUC,2H
CATHEY'S VALLEY,MARIPOSA,-120.0769,37.3803,CVR,SAN JOAQUIN R,1200,CAL FIRE,2H
CRESTVIEW,MONO,-118.983,37.745,CVW,OWENS R,7600,US Forest Service,2H
COTTONWOOD LAKES,INYO,-118.177,36.483,CWD,OWENS R,10150,CA Dept of Water Resources,2H
CROWDER FLAT,MODOC,-120.7519,41.8934,CWF,KLAMATH R,5100,Natural Resources Conservation Service,2H
CRABTREE WEATHER STATION,STANISLAUS,-120.6006,37.725,CWS,TUOLUMNE R,226,Stanislaus County,2H
CARSON PASS,ALPINE,-120.0021,38.6924,CXS,AMERICAN R,8353,Natural Resources Conservation Service,2H
CARRIZO,SAN LUIS OBISPO,-119.773,35.096,CZO,CARRIZO CR,2490,CAL FIRE,2H
CRAZY PEAK,DEL NORTE,-123.6,41.983,CZP,SMITH R,3970,CAL FIRE,2H
LAKE DAVIS (DWR),PLUMAS,-120.467,39.883,DAV,FEATHER R,5768,CA Dept of Water Resources/O & M,2H
DIABLO CANYON,STANISLAUS,-121.302,37.329,DBC,SAN JOAQUIN R,1850,CAL FIRE,2H
DEADMAN CREEK,TUOLUMNE,-119.6531,38.3319,DDM,STANISLAUS R,9250,CA Dept of Water Resources,2H
DE SABLA (DWR),BUTTE,-121.61,39.872,DES,BUTTE CR,2710,CA Dept of Water Resources/O & M,2H
DEVORE,SAN BERNARDINO,-117.404442,34.221111,DEV,LYTLE CR,2070,CAL FIRE,2H
DOG HOUSE MEADOW,MARIPOSA,-119.785222,37.7626,DGH,MERCED R,6100,CA Dept of Water Resources/Snow Surveys,2H
DINKY,FRESNO,-119.03944,37.06639,DKY,KINGS R,5668,US Forest Service,2H
DOYLE CROSSING,PLUMAS,-120.483,40.1192,DOY,FEATHER R,5670,CA Dept of Water Resources,2H
DUNCAN PEAK,PLACER,-120.5101,39.1546,DPK,AMERICAN R,6929,UC Merced,2H
DEVIL'S POSTPILE,MADERA,-119.0847,37.6294,DPO,SAN JOAQUIN R,7569,CA Dept of Water Resources/Snow Surveys,2H
DESCANO,SAN DIEGO,-116.622,32.857,DSC,SAN DIEGO R,3480,US Forest Service,2H
DISMAL SWAMP,MODOC,-120.165,41.993,DSS,SURPRISE VALLEY,7050,Natural Resources Conservation Service,2H
DUNCAN,PLACER,-120.509,39.144,DUN,AMERICAN R,7100,US Forest Service,2H
DEVILS GARDEN,MODOC,-120.668,41.522,DVG,PIT R,5022,CAL FIRE,2H
DEL VALLE,LOS ANGELES,-118.666,34.431,DVL,SANTA CLARA R,1278,Los Angeles County Fire Dept,2H
DOYLE (BLM),LASSEN,-120.106,40.022,DYE,SUSAN R,4240,CAL FIRE,2H
EBBETTS PASS,ALPINE,-119.808,38.561,EBB,CARSON R,8700,Natural Resources Conservation Service,2H
EL CARISO,RIVERSIDE,-117.41,33.65,ECA,SAN JACINTO R,3038,US Forest Service,2H
EEL RIVER (USFS),MENDOCINO,-123.083,39.833,EEL,EEL R,1500,US Forest Service,2H
EAGLE CREEK,TULARE,-118.641,35.983,EGL,TULE R,6700,US Army Corps of Engineers,2H
ENGLEBRIGHT (USACE),NEVADA,-121.267,39.239,ENG,YUBA R,551,US Army Corps of Engineers,2H
ECHO PEAK 5,EL DORADO,-120.079,38.849,EP5,LAKE TAHOE,7800,Natural Resources Conservation Service,2H
EL PORTAL,MARIPOSA,-119.787917,37.675333,EPW,MERCED R,2073,National Park Service,2H
EEL RIVER CAMP,HUMBOLDT,-123.824,40.138,ERC,EEL R,470,CAL FIRE,2H
ELLERY LAKE,MONO,-119.233,37.933,ERY,MONO LAKE,9645,CA Dept of Water Resources/Snow Surveys,2H
ESPERANZA,CALAVERAS,-120.497,38.242,ESP,CALAVERAS R,2512,CAL FIRE,2H
FANCHER CREEK,FRESNO,-119.4658,36.8839,FCH,KINGS R,920,CAL FIRE,2H
FORESTDALE CREEK,ALPINE,-119.9597,38.6824,FDC,CARSON R,8017,Natural Resources Conservation Service,2H
FENCE MEADOW,FRESNO,-119.175,36.961,FEN,KINGS R,5048,US Forest Service,2H
FIGUEROA,SANTA BARBARA,-120.007,34.734,FIG,SANTA YNEZ R,3200,US Forest Service,2H
FISH CREEK MOUNTAINS,IMPERIAL,-116.058,32.983,FIS,WEST SALTON SEA,760,US Bureau of Land Management,2H
FALLEN LEAF LAKE,EL DORADO,-120.056,38.932,FLL,LAKE TAHOE,6250,Natural Resources Conservation Service,2H
FLOWER MOUNTAIN,TUOLUMNE,-120.6803,37.92,FLW,STANISLAUS R,1480,US Army Corps of Engineers,2H
FREMONT CANYON,ORANGE,-117.708,33.8111,FMC,SANTA ANA R,1750,Orange County Fire Authority,2H
FIVE MILE,INYO,-117.918,35.872,FML,KINGS R,4150,US Bureau of Land Management,2H
FORT ORD #2,MONTEREY,-121.786,36.627,FO2,SALINAS R,490,US Army,2H
FOUR TREES,PLUMAS,-121.321,39.813,FOR,FEATHER R,5150,CA Dept of Water Resources/O & M,2H
FRENCHMAN DAM,PLUMAS,-120.183,39.883,FRD,FEATHER R,5517,CA Dept of Water Resources/O & M,2H
FARMINGTON (SPILL ELEV 156.5 FT),SAN JOAQUIN,-120.935,37.915,FRM,LITTLEJOHN CR,180,US Army Corps of Engineers,2H
FRESNO DOME,MARIPOSA,-119.5362,37.4638,FRS,MERCED R,7141,UC Merced,2H
FRIANT DAM,FRESNO,-119.692,36.995,FRT,SAN JOAQUIN R,578,US Bureau of Reclamation,2H
FOUNTAIN SPRINGS,TULARE,-118.9156,35.8911,FTS,KERN R,210,CAL FIRE,2H
FIVE CENT,TRINITY,-122.9308,40.7597,FVC,TRINITY R,2550,US Forest Service,2H
GRANITE MOUNTAIN,SAN BERNARDINO,-117.026,34.536,GAM,MOJAVE R,4690,US Bureau of Land Management,2H
GEM PASS,MONO,-119.17,37.78,GEM,MONO LAKE,10750,CA Dept of Water Resources,2H
GIN FLAT,MARIPOSA,-119.773,37.767,GIN,MERCED R,7050,CA Dept of Water Resources,2H
GIANT FOREST (USACE),TULARE,-118.765,36.562,GNF,KAWEAH R,6650,US Army Corps of Engineers,2H
GOLD LAKE,SIERRA,-120.615,39.675,GOL,FEATHER R,6750,CA Dept of Water Resources/O & M,2H
GREEN SPRINGS,TUOLUMNE,-120.5,37.833,GRN,TUOLUMNE R,1020,CAL FIRE,2H
GRASSHOPPER,LASSEN,-120.784447,40.781666,GRS,SUSAN R,6050,CAL FIRE,2H
GRIZZLY RIDGE,PLUMAS,-120.645,39.917,GRZ,FEATHER R,6900,CA Dept of Water Resources/O & M,2H
HOCKETT MEADOW (USACE),TULARE,-118.651,36.371,HCK,KAWEAH R,8500,US Army Corps of Engineers,2H
HERNANDEZ,SAN BENITO,-120.854,36.383,HDZ,SAN BENITO R,3752,CAL FIRE,2H
HETCH HETCHY MET STATION,TUOLUMNE,-119.782625,37.945422,HEM,TUOLUMNE R,3920,City of San Francisco,2H
HENNINGER FLATS,LOS ANGELES,-118.0934,34.195,HEN,LOS ANGELES R,2800,Los Angeles County Fire Dept,2H
HAGANS MEADOW,EL DORADO,-119.94,38.853,HGM,LAKE TAHOE,8000,Natural Resources Conservation Service,2H
HIGHLAND MEADOW,ALPINE,-119.805,38.49,HHM,MOKELUMNE R,8700,CA Dept of Water Resources/Snow Surveys,2H
HIDDEN DAM (HENSLEY),MADERA,-119.917,37.2,HID,FRESNO R,561,US Army Corps of Engineers,2H
HIGHLAND LAKES,TRINITY,-122.483,41.093,HIG,TRINITY R,6030,US Bureau of Reclamation,2H
HAWKEYE,SONOMA,-122.84,38.727,HKY,RUSSIAN R,2000,CAL FIRE,2H
HELL HOLE (USFS),PLACER,-120.4217,39.0717,HLH,AMERICAN R,4580,US Forest Service,2H
HUMBUG,PLUMAS,-121.368,40.115,HMB,FEATHER R,6500,CA Dept of Water Resources/O & M,2H
HORSE MEADOW (NRCS),ALPINE,-119.8873,38.8365,HOR,CARSON R,8557,Natural Resources Conservation Service,2H
HOSSACK,TULARE,-118.619,36.181,HSS,TULE R,7100,US Army Corps of Engineers,2H
HASTINGS,MONTEREY,-121.551,36.388,HTG,CARMEL R,1824,CAL FIRE,2H
HEAVENLY VALLEY,EL DORADO,-119.917,38.929,HVN,LAKE TAHOE,8800,Natural Resources Conservation Service,2H
HAYFORK,TRINITY,-123.333,40.5,HYF,TRINITY R,4000,US Forest Service,2H
HIGH GLADE,LAKE,-122.805,39.204,HYG,CACHE CR,4840,US Forest Service,2H
INDEPENDENCE CAMP,SIERRA,-120.299,39.454,IDC,TRUCKEE R,7000,Natural Resources Conservation Service,2H
INDEPENDENCE LAKE (SCS),NEVADA,-120.322,39.435,IDP,TRUCKEE R,8450,Natural Resources Conservation Service,2H
INDEPENDENCE CREEK,SIERRA,-120.293,39.494,INN,TRUCKEE R,6500,Natural Resources Conservation Service,2H
ISABELLA DAM,KERN,-118.473,35.646,ISB,KERN R,2635,US Army Corps of Engineers,2H
INDIAN WELLS CANYON,KERN,-117.8894,35.685,IWC,MOJAVE DESERT,4000,US Bureau of Land Management,2H
JARBO GAP,BUTTE,-121.489,39.736,JAR,FEATHER R,2700,CAL FIRE,2H
JORDAN PEAK,PLUMAS,-120.2889,40.036,JDP,FEATHER R,6812,CA Dept of Water Resources,2H
JAWBONE LAVA FLAT RAWS,TUOLUMNE,-120.0479,37.8872,JFR,TUOLUMNE R,4020,US Forest Service,2H
JERSEYDALE,MARIPOSA,-119.84,37.542,JSD,MERCED R,3900,US Forest Service,2H
JUNIPER CREEK,MODOC,-120.467,41.328,JUC,PIT R,4700,US Bureau of Land Management,2H
JULIAN,SAN DIEGO,-116.591,33.076,JUL,SAN DIEGO R,4240,CAL FIRE,2H
JAWBONE,KERN,-118.226,35.295,JWB,MOJAVE DESERT,4300,CAL FIRE,2H
KLAMATH NWR,SISKIYOU,-121.582,41.953,KMN,KLAMATH R,4531,US Fish & Wildlife Service,2H
KNOXVILLE CREEK,LAKE,-122.4172,38.8619,KNO,PUTAH CR,2200,US Bureau of Land Management,2H
KEENWILD,RIVERSIDE,-116.714,33.714,KNW,SAN JACINTO R,4920,US Forest Service,2H
KERNVILLE (USFS),KERN,-118.425,35.755,KRN,KERN R,2720,US Forest Service,2H
KETTLE ROCK,PLUMAS,-120.715,40.14,KTL,FEATHER R,7300,CA Dept of Water Resources/O & M,2H
KETTLEMAN HILLS,KINGS,-120.057,36.033,KTT,TULARE LAKE,810,US Bureau of Land Management,2H
LA HONDA,SAN MATEO,-122.2539,37.3053,LAH,SAN GREGORIO CR,425,CAL FIRE,2H
LA PORTE (DWR),PLUMAS,-120.983,39.681,LAP,FEATHER R,4980,CA Dept of Water Resources/O & M,2H
LASSEN LODGE,TEHAMA,-121.7,40.35,LAS,SACRAMENTO R,4120,CAL FIRE,2H
LAYTONVILLE,MENDOCINO,-123.485,39.702,LAY,EEL R,1838,CAL FIRE,2H
LOBDELL LAKE,MONO,-119.377,38.44,LBD,WALKER R,9200,Natural Resources Conservation Service,2H
LOS BANOS (CDF),MERCED,-121.049,37.053,LBN,SAN JOAQUIN R,350,CAL FIRE,2H
LEO CARRILLO STATE PARK,LOS ANGELES,-118.936,34.046,LCL,VENTURA LA COASTAL,50,Los Angeles County Fire Dept,2H
LINCOLN,PLACER,-121.272,38.882,LCN,AMERICAN R,200,CAL FIRE,2H
LADDER BUTTE,LASSEN,-121.317,40.817,LDB,PIT R,5700,US Forest Service,2H
LOG SPRING,TEHAMA,-122.783,39.833,LGS,SACTO VLY WEST,5100,US Army Corps of Engineers,2H
LOWER KLAMATH NWR,SISKIYOU,-121.7,41.999,LKL,KLAMATH R,4098,US Fish & Wildlife Service,2H
LOON LAKE (SMUD),EL DORADO,-120.323,38.983,LON,AMERICAN R,6410,Sacramento Municipal Utility District,2H
LAKE PALMDALE,LOS ANGELES,-118.1014,34.5372,LPA,MOJAVE DESERT,2980,Los Angeles County Fire Dept,2H
LA PANZA,SAN LUIS OBISPO,-120.1881,35.3806,LPZ,SALINAS R,1650,CAL FIRE,2H
LAURAL MOUNTAIN,KERN,-117.6992,35.4783,LRM,CHINA LAKE,4390,US Bureau of Land Management,2H
LOS GATOS,SANTA CLARA,-121.9428,37.2068,LSG,LOS GATOS CR (NEAR SAN JOSE),646,CAL FIRE,2H
LAS TABLAS,SAN LUIS OBISPO,-120.924164,35.656387,LTB,SALINAS R,900,CAL FIRE,2H
LOST HORSE,RIVERSIDE,-116.183,34.017,LTH,WHITEWATER R,4100,National Park Service,2H
LITTLE TUJUNGA,LOS ANGELES,-118.361,34.294,LTJ,LOS ANGELES R,1390,US Forest Service,2H
LAS TRAMPAS,CONTRA COSTA,-122.067,37.834,LTR,EAST BAY,1760,East Bay Regional Parks Fire-Rescue Services,2H
LEAVITT MEADOWS,MONO,-119.552,38.305,LVM,WALKER R,7200,Natural Resources Conservation Service,2H
LEAVITT LAKE,MONO,-119.621,38.282,LVT,WALKER R,9600,Natural Resources Conservation Service,2H
LYTLE CREEK,SAN BERNARDINO,-117.48,34.234,LYC,SANTA ANA R,2792,US Forest Service,2H
LYONS VALLEY,LAKE,-123.071,39.125,LYO,RUSSIAN R,3200,US Bureau of Land Management,2H
MAPEL RANCH,FRESNO,-120.483,36.039,MAP,JACALITOS CR,2640,CA Dept of Water Resources/O & M,2H
METCALF GAP,MADERA,-119.765,37.41,MCF,FRESNO R,3300,CAL FIRE,2H
MALIBU CANYON,LOS ANGELES,-118.7033,34.0839,MCY,VENTURA LA COASTAL,610,Los Angeles County,2H
MAD RIVER (USFS),TRINITY,-123.524,40.463,MDF,MAD R,2775,US Forest Service,2H
MODOC NWR,MODOC,-120.354,41.459,MDN,PIT R,4380,US Fish & Wildlife Service,2H
MEDICINE LAKE,SISKIYOU,-121.6131,41.5869,MED,PIT R,6700,US Bureau of Reclamation,2H
MAGOON,MARIPOSA,-119.8125,37.4894,MGN,FRESNO R,3150,US Army Corps of Engineers,2H
MOJAVE R DAM,SAN BERNARDINO,-117.235,34.3425,MJD,MOJAVE R,47,US Army Corps of Engineers,2H
MALIBU,LOS ANGELES,-118.644,34.0617,MLB,VENTURA LA COASTAL,1575,Los Angeles County Fire Dept,2H
MILL CREEK NEAR YUCAIPA,SAN BERNARDINO,-117.035,34.083,MLL,SANTA ANA R,2950,US Bureau of Land Management,2H
MALLORY RIDGE,CONTRA COSTA,-121.779,37.817,MLR,DELTA,2040,Contra Costa Water District,2H
MOUNTAIN HOME,TULARE,-118.71,36.242,MNH,TULE R,5400,US Army Corps of Engineers,2H
MEANS LAKE,SAN BERNARDINO,-116.517,34.391,MNS,WHITEWATER R,2900,US Bureau of Land Management,2H
MONITOR PASS,ALPINE,-119.615,38.67,MNT,CARSON R,8350,Natural Resources Conservation Service,2H
MANZANITA LAKE (CDF),SHASTA,-121.582,40.543,MNZ,SACTO VLY NE,5750,CAL FIRE,2H
MOJAVE RIVER SINK,SAN BERNARDINO,-116.083,35.058,MOJ,MOJAVE R,950,US Bureau of Land Management,2H
MARIPOSA GROVE,MARIPOSA,-119.6,37.5,MPG,MERCED R,6400,CAL FIRE,2H
MARLETTE LAKE,State of Nevada,-119.905,39.173,MRL,LAKE TAHOE,8000,Natural Resources Conservation Service,2H
MORMON ROCK,SAN BERNARDINO,-117.502,34.317,MRN,LYTLE CR,3300,US Forest Service,2H
MARIPOSA RANGER STATION,MARIPOSA,-119.986946,37.504166,MRP,MERCED R,2250,CAL FIRE,2H
MARTIS CREEK RESERVOIR,NEVADA,-120.113,39.327,MRT,TRUCKEE R,5745,US Army Corps of Engineers,2H
MOUNT ROSE SKI AREA,State of Nevada,-119.902,39.326,MSK,LAKE TAHOE,8900,Natural Resources Conservation Service,2H
MT SHASTA,SISKIYOU,-122.317,41.315,MTA,SACRAMENTO R,3550,US Forest Service,2H
MONTECITO,SANTA BARBARA,-119.643,34.46,MTC,S BARBARA COAST,1500,US Forest Service,2H
MOUNT ELIZABETH,TUOLUMNE,-120.241,38.057,MTE,TUOLUMNE R,4933,US Forest Service,2H
MOUNTAIN REST,FRESNO,-119.371,37.054,MTF,SAN JOAQUIN R,4100,US Forest Service,2H
MT WASHINGTON,LOS ANGELES,-118.2149,34.1041,MTW,LOS ANGELES R,920,Los Angeles County Fire Dept,2H
MT. ZION,AMADOR,-120.6525,38.39,MTZ,MOKELUMNE R,2968,CAL FIRE,2H
MUMBO BASIN,TRINITY,-122.523,41.197,MUM,TRINITY R,5650,US Bureau of Reclamation,2H
NORTH FORK R S,MADERA,-119.5,37.233,NFR,SAN JOAQUIN R,2630,US Forest Service,2H
NEW HOGAN LAKE,CALAVERAS,-120.812,38.152,NHG,CALAVERAS R,554,US Army Corps of Engineers,2H
NEWHALL PASS,LOS ANGELES,-118.5203,34.3369,NHP,SANTA CLARA R,2135,Los Angeles County Fire Dept,2H
NOEL SPRING,GLENN,-122.667,39.538,NLS,STONY CR,5100,US Army Corps of Engineers,2H
OAK CREEK,INYO,-118.259,36.843,OAC,OWENS R,4855,CAL FIRE,2H
OJAI,VENTURA,-119.23,34.448,OJA,SAN ANTONIO CR (SOUTH COAST),765,Ventura County,2H
OAK GROVE,SAN DIEGO,-116.795,33.393,OKG,SANTA MARGARITA R,2752,US Forest Service,2H
